Freq.	V(Vout,N004)/-I(V3)-V(n004)/I(Rl)
4.41570447353201e+003	(-2.47405532886889e+001dB,1.97477756537955e+001°)
4.42588372362515e+003	(-2.47382466393292e+001dB,1.97897228161160e+001°)
4.43608643931321e+003	(-2.47359305759244e+001dB,1.98317442030737e+001°)
4.44631267468997e+003	(-2.47336050651002e+001dB,1.98738398541131e+001°)
4.45656248397391e+003	(-2.47312700734090e+001dB,1.99160098081039e+001°)
4.46683592150850e+003	(-2.47289255673286e+001dB,1.99582541033346e+001°)
4.47713304176250e+003	(-2.47265715132531e+001dB,2.00005727774925e+001°)
4.48745389933019e+003	(-2.47242078775043e+001dB,2.00429658676797e+001°)
4.49779854893174e+003	(-2.47218346263315e+001dB,2.00854334104082e+001°)
4.50816704541346e+003	(-2.47194517258995e+001dB,2.01279754415737e+001°)
4.51855944374808e+003	(-2.47170591423024e+001dB,2.01705919964814e+001°)
4.52897579903506e+003	(-2.47146568415572e+001dB,2.02132831098213e+001°)
4.53941616650089e+003	(-2.47122447896045e+001dB,2.02560488156734e+001°)
4.54988060149934e+003	(-2.47098229523119e+001dB,2.02988891475053e+001°)
4.56036915951181e+003	(-2.47073912954719e+001dB,2.03418041381657e+001°)
4.57088189614760e+003	(-2.47049497847943e+001dB,2.03847938198660e+001°)
4.58141886714418e+003	(-2.47024983859267e+001dB,2.04278582242151e+001°)
4.59198012836753e+003	(-2.47000370644328e+001dB,2.04709973821694e+001°)
4.60256573581240e+003	(-2.46975657858031e+001dB,2.05142113240594e+001°)
4.61317574560263e+003	(-2.46950845154577e+001dB,2.05575000795785e+001°)
4.62381021399143e+003	(-2.46925932187385e+001dB,2.06008636777723e+001°)
4.63446919736171e+003	(-2.46900918609158e+001dB,2.06443021470439e+001°)
4.64515275222632e+003	(-2.46875804071872e+001dB,2.06878155151475e+001°)
4.65586093522841e+003	(-2.46850588226758e+001dB,2.07314038091788e+001°)
4.66659380314171e+003	(-2.46825270724298e+001dB,2.07750670555767e+001°)
4.67735141287080e+003	(-2.46799851214299e+001dB,2.08188052801235e+001°)
4.68813382145147e+003	(-2.46774329345775e+001dB,2.08626185079253e+001°)
4.69894108605097e+003	(-2.46748704767064e+001dB,2.09065067634291e+001°)
4.70977326396834e+003	(-2.46722977125764e+001dB,2.09504700704003e+001°)
4.72063041263471e+003	(-2.46697146068789e+001dB,2.09945084519387e+001°)
4.73151258961361e+003	(-2.46671211242275e+001dB,2.10386219304443e+001°)
4.74241985260125e+003	(-2.46645172291678e+001dB,2.10828105276438e+001°)
4.75335225942685e+003	(-2.46619028861767e+001dB,2.11270742645782e+001°)
4.76430986805295e+003	(-2.46592780596564e+001dB,2.11714131615850e+001°)
4.77529273657570e+003	(-2.46566427139421e+001dB,2.12158272383142e+001°)
4.78630092322517e+003	(-2.46539968132940e+001dB,2.12603165137049e+001°)
4.79733448636568e+003	(-2.46513403219074e+001dB,2.13048810059995e+001°)
4.80839348449607e+003	(-2.46486732039069e+001dB,2.13495207327307e+001°)
4.81947797625005e+003	(-2.46459954233439e+001dB,2.13942357107129e+001°)
4.83058802039650e+003	(-2.46433069442048e+001dB,2.14390259560477e+001°)
4.84172367583977e+003	(-2.46406077304069e+001dB,2.14838914841190e+001°)
4.85288500161998e+003	(-2.46378977457969e+001dB,2.15288323095795e+001°)
4.86407205691338e+003	(-2.46351769541544e+001dB,2.15738484463561e+001°)
4.87528490103263e+003	(-2.46324453191943e+001dB,2.16189399076510e+001°)
4.88652359342710e+003	(-2.46297028045569e+001dB,2.16641067059129e+001°)
4.89778819368322e+003	(-2.46269493738224e+001dB,2.17093488528675e+001°)
4.90907876152479e+003	(-2.46241849905006e+001dB,2.17546663594875e+001°)
4.92039535681326e+003	(-2.46214096180341e+001dB,2.18000592359965e+001°)
4.93173803954811e+003	(-2.46186232198025e+001dB,2.18455274918712e+001°)
4.94310686986710e+003	(-2.46158257591159e+001dB,2.18910711358254e+001°)
4.95450190804664e+003	(-2.46130171992219e+001dB,2.19366901758221e+001°)
4.96592321450210e+003	(-2.46101975032985e+001dB,2.19823846190454e+001°)
4.97737084978810e+003	(-2.46073666344663e+001dB,2.20281544719315e+001°)
4.98884487459885e+003	(-2.46045245557736e+001dB,2.20739997401251e+001°)
5.00034534976851e+003	(-2.46016712302105e+001dB,2.21199204285115e+001°)
5.01187233627145e+003	(-2.45988066206985e+001dB,2.21659165411817e+001°)
5.02342589522259e+003	(-2.45959306900984e+001dB,2.22119880814507e+001°)
5.03500608787777e+003	(-2.45930434012087e+001dB,2.22581350518484e+001°)
5.04661297563400e+003	(-2.45901447167649e+001dB,2.23043574541083e+001°)
5.05824662002985e+003	(-2.45872345994358e+001dB,2.23506552891641e+001°)
5.06990708274575e+003	(-2.45843130118365e+001dB,2.23970285571622e+001°)
5.08159442560431e+003	(-2.45813799165131e+001dB,2.24434772574333e+001°)
5.09330871057066e+003	(-2.45784352759534e+001dB,2.24900013885059e+001°)
5.10504999975276e+003	(-2.45754790525873e+001dB,2.25366009481010e+001°)
5.11681835540177e+003	(-2.45725112087813e+001dB,2.25832759331188e+001°)
5.12861383991234e+003	(-2.45695317068403e+001dB,2.26300263396377e+001°)
5.14043651582295e+003	(-2.45665405090125e+001dB,2.26768521629180e+001°)
5.15228644581625e+003	(-2.45635375774892e+001dB,2.27237533973966e+001°)
5.16416369271939e+003	(-2.45605228743967e+001dB,2.27707300366664e+001°)
5.17606831950436e+003	(-2.45574963618107e+001dB,2.28177820735016e+001°)
5.18800038928829e+003	(-2.45544580017412e+001dB,2.28649094998220e+001°)
5.19995996533383e+003	(-2.45514077561473e+001dB,2.29121123067146e+001°)
5.21194711104947e+003	(-2.45483455869290e+001dB,2.29593904844190e+001°)
5.22396188998986e+003	(-2.45452714559290e+001dB,2.30067440223194e+001°)
5.23600436585617e+003	(-2.45421853249339e+001dB,2.30541729089473e+001°)
5.24807460249639e+003	(-2.45390871556767e+001dB,2.31016771319798e+001°)
5.26017266390572e+003	(-2.45359769098334e+001dB,2.31492566782249e+001°)
5.27229861422688e+003	(-2.45328545490272e+001dB,2.31969115336327e+001°)
5.28445251775045e+003	(-2.45297200348239e+001dB,2.32446416832724e+001°)
5.29663443891522e+003	(-2.45265733287393e+001dB,2.32924471113475e+001°)
5.30884444230853e+003	(-2.45234143922348e+001dB,2.33403278011841e+001°)
5.32108259266658e+003	(-2.45202431867176e+001dB,2.33882837352215e+001°)
5.33334895487484e+003	(-2.45170596735434e+001dB,2.34363148950139e+001°)
5.34564359396835e+003	(-2.45138638140197e+001dB,2.34844212612357e+001°)
5.35796657513204e+003	(-2.45106555693954e+001dB,2.35326028136509e+001°)
5.37031796370115e+003	(-2.45074349008755e+001dB,2.35808595311411e+001°)
5.38269782516150e+003	(-2.45042017696093e+001dB,2.36291913916770e+001°)
5.39510622514989e+003	(-2.45009561367038e+001dB,2.36775983723363e+001°)
5.40754322945442e+003	(-2.44976979632085e+001dB,2.37260804492775e+001°)
5.42000890401485e+003	(-2.44944272101299e+001dB,2.37746375977511e+001°)
5.43250331492294e+003	(-2.44911438384234e+001dB,2.38232697920917e+001°)
5.44502652842282e+003	(-2.44878478089972e+001dB,2.38719770057087e+001°)
5.45757861091131e+003	(-2.44845390827159e+001dB,2.39207592110996e+001°)
5.47015962893831e+003	(-2.44812176203914e+001dB,2.39696163798206e+001°)
5.48276964920713e+003	(-2.44778833827931e+001dB,2.40185484825023e+001°)
5.49540873857484e+003	(-2.44745363306454e+001dB,2.40675554888442e+001°)
5.50807696405262e+003	(-2.44711764246283e+001dB,2.41166373676048e+001°)
5.52077439280616e+003	(-2.44678036253752e+001dB,2.41657940865992e+001°)
5.53350109215595e+003	(-2.44644178934743e+001dB,2.42150256126883e+001°)
5.54625712957768e+003	(-2.44610191894773e+001dB,2.42643319117993e+001°)
5.55904257270261e+003	(-2.44576074738859e+001dB,2.43137129488939e+001°)
5.57185748931787e+003	(-2.44541827071670e+001dB,2.43631686879869e+001°)
5.58470194736687e+003	(-2.44507448497362e+001dB,2.44126990921132e+001°)
5.59757601494966e+003	(-2.44472938619772e+001dB,2.44623041233614e+001°)
5.61047976032326e+003	(-2.44438297042305e+001dB,2.45119837428464e+001°)
5.62341325190204e+003	(-2.44403523367954e+001dB,2.45617379107081e+001°)
5.63637655825809e+003	(-2.44368617199336e+001dB,2.46115665861138e+001°)
5.64936974812157e+003	(-2.44333578138684e+001dB,2.46614697272505e+001°)
5.66239289038108e+003	(-2.44298405787847e+001dB,2.47114472913199e+001°)
5.67544605408401e+003	(-2.44263099748319e+001dB,2.47614992345478e+001°)
5.68852930843695e+003	(-2.44227659621190e+001dB,2.48116255121538e+001°)
5.70164272280601e+003	(-2.44192085007229e+001dB,2.48618260783749e+001°)
5.71478636671720e+003	(-2.44156375506823e+001dB,2.49121008864489e+001°)
5.72796030985682e+003	(-2.44120530720046e+001dB,2.49624498886149e+001°)
5.74116462207180e+003	(-2.44084550246581e+001dB,2.50128730360999e+001°)
5.75439937337009e+003	(-2.44048433685833e+001dB,2.50633702791341e+001°)
5.76766463392102e+003	(-2.44012180636840e+001dB,2.51139415669282e+001°)
5.78096047405569e+003	(-2.43975790698335e+001dB,2.51645868476834e+001°)
5.79428696426732e+003	(-2.43939263468723e+001dB,2.52153060685763e+001°)
5.80764417521162e+003	(-2.43902598546138e+001dB,2.52660991757737e+001°)
5.82103217770721e+003	(-2.43865795528377e+001dB,2.53169661144084e+001°)
5.83445104273594e+003	(-2.43828854012955e+001dB,2.53679068285850e+001°)
5.84790084144330e+003	(-2.43791773597077e+001dB,2.54189212613746e+001°)
5.86138164513877e+003	(-2.43754553877721e+001dB,2.54700093548233e+001°)
5.87489352529625e+003	(-2.43717194451542e+001dB,2.55211710499288e+001°)
5.88843655355437e+003	(-2.43679694914963e+001dB,2.55724062866550e+001°)
5.90201080171692e+003	(-2.43642054864110e+001dB,2.56237150039090e+001°)
5.91561634175321e+003	(-2.43604273894869e+001dB,2.56750971395549e+001°)
5.92925324579847e+003	(-2.43566351602930e+001dB,2.57265526304172e+001°)
5.94292158615419e+003	(-2.43528287583678e+001dB,2.57780814122479e+001°)
5.95662143528856e+003	(-2.43490081432312e+001dB,2.58296834197529e+001°)
5.97035286583683e+003	(-2.43451732743767e+001dB,2.58813585865648e+001°)
5.98411595060165e+003	(-2.43413241112796e+001dB,2.59331068452608e+001°)
5.99791076255354e+003	(-2.43374606133953e+001dB,2.59849281273546e+001°)
6.01173737483122e+003	(-2.43335827401544e+001dB,2.60368223632747e+001°)
6.02559586074202e+003	(-2.43296904509712e+001dB,2.60887894823836e+001°)
6.03948629376223e+003	(-2.43257837052425e+001dB,2.61408294129687e+001°)
6.05340874753757e+003	(-2.43218624623437e+001dB,2.61929420822330e+001°)
6.06736329588348e+003	(-2.43179266816366e+001dB,2.62451274162963e+001°)
6.08135001278560e+003	(-2.43139763224649e+001dB,2.62973853401973e+001°)
6.09536897240011e+003	(-2.43100113441566e+001dB,2.63497157778756e+001°)
6.10942024905414e+003	(-2.43060317060265e+001dB,2.64021186521883e+001°)
6.12350391724615e+003	(-2.43020373673742e+001dB,2.64545938848938e+001°)
6.13762005164635e+003	(-2.42980282874841e+001dB,2.65071413966417e+001°)
6.15176872709709e+003	(-2.42940044256328e+001dB,2.65597611069979e+001°)
6.16595001861322e+003	(-2.42899657410824e+001dB,2.66124529344139e+001°)
6.18016400138255e+003	(-2.42859121930842e+001dB,2.66652167962334e+001°)
6.19441075076621e+003	(-2.42818437408792e+001dB,2.67180526086915e+001°)
6.20869034229902e+003	(-2.42777603437013e+001dB,2.67709602869119e+001°)
6.22300285168998e+003	(-2.42736619607735e+001dB,2.68239397449032e+001°)
6.23734835482257e+003	(-2.42695485513134e+001dB,2.68769908955528e+001°)
6.25172692775523e+003	(-2.42654200745306e+001dB,2.69301136506287e+001°)
6.26613864672173e+003	(-2.42612764896264e+001dB,2.69833079207661e+001°)
6.28058358813155e+003	(-2.42571177558040e+001dB,2.70365736154953e+001°)
6.29506182857034e+003	(-2.42529438322567e+001dB,2.70899106431964e+001°)
6.30957344480029e+003	(-2.42487546781738e+001dB,2.71433189111221e+001°)
6.32411851376055e+003	(-2.42445502527463e+001dB,2.71967983253961e+001°)
6.33869711256762e+003	(-2.42403305151600e+001dB,2.72503487909989e+001°)
6.35330931851579e+003	(-2.42360954246031e+001dB,2.73039702117790e+001°)
6.36795520907750e+003	(-2.42318449402595e+001dB,2.73576624904324e+001°)
6.38263486190383e+003	(-2.42275790213179e+001dB,2.74114255285159e+001°)
6.39734835482482e+003	(-2.42232976269673e+001dB,2.74652592264387e+001°)
6.41209576584995e+003	(-2.42190007164007e+001dB,2.75191634834617e+001°)
6.42687717316852e+003	(-2.42146882488101e+001dB,2.75731381976865e+001°)
6.44169265515010e+003	(-2.42103601833983e+001dB,2.76271832660679e+001°)
6.45654229034487e+003	(-2.42060164793696e+001dB,2.76812985844017e+001°)
6.47142615748415e+003	(-2.42016570959346e+001dB,2.77354840473200e+001°)
6.48634433548070e+003	(-2.41972819923123e+001dB,2.77897395482990e+001°)
6.50129690342921e+003	(-2.41928911277278e+001dB,2.78440649796433e+001°)
6.51628394060673e+003	(-2.41884844614187e+001dB,2.78984602325048e+001°)
6.53130552647302e+003	(-2.41840619526295e+001dB,2.79529251968518e+001°)
6.54636174067104e+003	(-2.41796235606167e+001dB,2.80074597614946e+001°)
6.56145266302734e+003	(-2.41751692446448e+001dB,2.80620638140548e+001°)
6.57657837355249e+003	(-2.41706989639991e+001dB,2.81167372410019e+001°)
6.59173895244149e+003	(-2.41662126779705e+001dB,2.81714799276088e+001°)
6.60693448007424e+003	(-2.41617103458672e+001dB,2.82262917579770e+001°)
6.62216503701589e+003	(-2.41571919270143e+001dB,2.82811726150262e+001°)
6.63743070401736e+003	(-2.41526573807506e+001dB,2.83361223804949e+001°)
6.65273156201568e+003	(-2.41481066664348e+001dB,2.83911409349363e+001°)
6.66806769213448e+003	(-2.41435397434429e+001dB,2.84462281577168e+001°)
6.68343917568440e+003	(-2.41389565711675e+001dB,2.85013839270060e+001°)
6.69884609416351e+003	(-2.41343571090264e+001dB,2.85566081197976e+001°)
6.71428852925777e+003	(-2.41297413164538e+001dB,2.86119006118818e+001°)
6.72976656284142e+003	(-2.41251091529093e+001dB,2.86672612778612e+001°)
6.74528027697746e+003	(-2.41204605778742e+001dB,2.87226899911378e+001°)
6.76082975391805e+003	(-2.41157955508538e+001dB,2.87781866239193e+001°)
6.77641507610498e+003	(-2.41111140313790e+001dB,2.88337510472149e+001°)
6.79203632617007e+003	(-2.41064159790053e+001dB,2.88893831308249e+001°)
6.80769358693563e+003	(-2.41017013533174e+001dB,2.89450827433618e+001°)
6.82338694141491e+003	(-2.40969701139260e+001dB,2.90008497522218e+001°)
6.83911647281250e+003	(-2.40922222204727e+001dB,2.90566840236010e+001°)
6.85488226452482e+003	(-2.40874576326279e+001dB,2.91125854224889e+001°)
6.87068440014052e+003	(-2.40826763100906e+001dB,2.91685538126591e+001°)
6.88652296344096e+003	(-2.40778782125989e+001dB,2.92245890566924e+001°)
6.90239803840061e+003	(-2.40730632999158e+001dB,2.92806910159420e+001°)
6.91830970918755e+003	(-2.40682315318432e+001dB,2.93368595505567e+001°)
6.93425806016387e+003	(-2.40633828682161e+001dB,2.93930945194676e+001°)
6.95024317588615e+003	(-2.40585172689071e+001dB,2.94493957803968e+001°)
6.96626514110586e+003	(-2.40536346938258e+001dB,2.95057631898500e+001°)
6.98232404076988e+003	(-2.40487351029173e+001dB,2.95621966031068e+001°)
6.99841996002090e+003	(-2.40438184561662e+001dB,2.96186958742308e+001°)
7.01455298419787e+003	(-2.40388847136035e+001dB,2.96752608560848e+001°)
7.03072319883649e+003	(-2.40339338352925e+001dB,2.97318914002820e+001°)
7.04693068966962e+003	(-2.40289657813455e+001dB,2.97885873572403e+001°)
7.06317554262776e+003	(-2.40239805119143e+001dB,2.98453485761386e+001°)
7.07945784383952e+003	(-2.40189779871962e+001dB,2.99021749049364e+001°)
7.09577767963202e+003	(-2.40139581674346e+001dB,2.99590661903753e+001°)
7.11213513653142e+003	(-2.40089210129181e+001dB,3.00160222779645e+001°)
7.12853030126332e+003	(-2.40038664839843e+001dB,3.00730430119963e+001°)
7.14496326075325e+003	(-2.39987945410189e+001dB,3.01301282355292e+001°)
7.16143410212714e+003	(-2.39937051444540e+001dB,3.01872777903893e+001°)
7.17794291271173e+003	(-2.39885982547795e+001dB,3.02444915171976e+001°)
7.19448978003510e+003	(-2.39834738325304e+001dB,3.03017692553218e+001°)
7.21107479182710e+003	(-2.39783318382977e+001dB,3.03591108429129e+001°)
7.22769803601980e+003	(-2.39731722327265e+001dB,3.04165161168983e+001°)
7.24435960074799e+003	(-2.39679949765142e+001dB,3.04739849129592e+001°)
7.26105957434964e+003	(-2.39628000304183e+001dB,3.05315170655655e+001°)
7.27779804536632e+003	(-2.39575873552507e+001dB,3.05891124079438e+001°)
7.29457510254377e+003	(-2.39523569118805e+001dB,3.06467707720886e+001°)
7.31139083483225e+003	(-2.39471086612403e+001dB,3.07044919887792e+001°)
7.32824533138711e+003	(-2.39418425643197e+001dB,3.07622758875453e+001°)
7.34513868156921e+003	(-2.39365585821715e+001dB,3.08201222966982e+001°)
7.36207097494542e+003	(-2.39312566759095e+001dB,3.08780310433102e+001°)
7.37904230128907e+003	(-2.39259368067133e+001dB,3.09360019532273e+001°)
7.39605275058043e+003	(-2.39205989358266e+001dB,3.09940348510617e+001°)
7.41310241300722e+003	(-2.39152430245566e+001dB,3.10521295601895e+001°)
7.43019137896505e+003	(-2.39098690342790e+001dB,3.11102859027572e+001°)
7.44731973905793e+003	(-2.39044769264432e+001dB,3.11685036996940e+001°)
7.46448758409870e+003	(-2.38990666625593e+001dB,3.12267827706800e+001°)
7.48169500510957e+003	(-2.38936382042117e+001dB,3.12851229341680e+001°)
7.49894209332258e+003	(-2.38881915130576e+001dB,3.13435240073908e+001°)
7.51622894018007e+003	(-2.38827265508220e+001dB,3.14019858063298e+001°)
7.53355563733518e+003	(-2.38772432793110e+001dB,3.14605081457648e+001°)
7.55092227665235e+003	(-2.38717416603992e+001dB,3.15190908392213e+001°)
7.56832895020775e+003	(-2.38662216560386e+001dB,3.15777336990053e+001°)
7.58577575028983e+003	(-2.38606832282600e+001dB,3.16364365361938e+001°)
7.60326276939981e+003	(-2.38551263391728e+001dB,3.16951991606430e+001°)
7.62079010025211e+003	(-2.38495509509614e+001dB,3.17540213809637e+001°)
7.63835783577489e+003	(-2.38439570258967e+001dB,3.18129030045604e+001°)
7.65596606911054e+003	(-2.38383445263258e+001dB,3.18718438375952e+001°)
7.67361489361616e+003	(-2.38327134146833e+001dB,3.19308436850157e+001°)
7.69130440286406e+003	(-2.38270636534841e+001dB,3.19899023505427e+001°)
7.70903469064226e+003	(-2.38213952053271e+001dB,3.20490196366592e+001°)
7.72680585095498e+003	(-2.38157080329046e+001dB,3.21081953446582e+001°)
7.74461797802314e+003	(-2.38100020989860e+001dB,3.21674292745732e+001°)
7.76247116628486e+003	(-2.38042773664379e+001dB,3.22267212252470e+001°)
7.78036551039598e+003	(-2.37985337982103e+001dB,3.22860709942828e+001°)
7.79830110523052e+003	(-2.37927713573483e+001dB,3.23454783780791e+001°)
7.81627804588123e+003	(-2.37869900069847e+001dB,3.24049431718028e+001°)
7.83429642766004e+003	(-2.37811897103500e+001dB,3.24644651694217e+001°)
7.85235634609864e+003	(-2.37753704307651e+001dB,3.25240441636787e+001°)
7.87045789694890e+003	(-2.37695321316469e+001dB,3.25836799461028e+001°)
7.88860117618345e+003	(-2.37636747765101e+001dB,3.26433723070144e+001°)
7.90678627999615e+003	(-2.37577983289643e+001dB,3.27031210355205e+001°)
7.92501330480262e+003	(-2.37519027527219e+001dB,3.27629259195262e+001°)
7.94328234724071e+003	(-2.37459880115916e+001dB,3.28227867457188e+001°)
7.96159350417107e+003	(-2.37400540694851e+001dB,3.28827032995900e+001°)
7.97994687267765e+003	(-2.37341008904140e+001dB,3.29426753654180e+001°)
7.99834255006816e+003	(-2.37281284384958e+001dB,3.30027027262868e+001°)
8.01678063387466e+003	(-2.37221366779503e+001dB,3.30627851640721e+001°)
8.03526122185404e+003	(-2.37161255731052e+001dB,3.31229224594610e+001°)
8.05378441198853e+003	(-2.37100950883925e+001dB,3.31831143919311e+001°)
8.07235030248624e+003	(-2.37040451883538e+001dB,3.32433607397768e+001°)
8.09095899178167e+003	(-2.36979758376384e+001dB,3.33036612800909e+001°)
8.10961057853625e+003	(-2.36918870010069e+001dB,3.33640157887801e+001°)
8.12830516163883e+003	(-2.36857786433316e+001dB,3.34244240405636e+001°)
8.14704284020623e+003	(-2.36796507295954e+001dB,3.34848858089694e+001°)
8.16582371358375e+003	(-2.36735032248960e+001dB,3.35454008663410e+001°)
8.18464788134572e+003	(-2.36673360944452e+001dB,3.36059689838441e+001°)
8.20351544329600e+003	(-2.36611493035738e+001dB,3.36665899314678e+001°)
8.22242649946852e+003	(-2.36549428177240e+001dB,3.37272634780091e+001°)
8.24138115012783e+003	(-2.36487166024620e+001dB,3.37879893911106e+001°)
8.26037949576959e+003	(-2.36424706234702e+001dB,3.38487674372278e+001°)
8.27942163712114e+003	(-2.36362048465512e+001dB,3.39095973816489e+001°)
8.29850767514201e+003	(-2.36299192376299e+001dB,3.39704789884964e+001°)
8.31763771102449e+003	(-2.36236137627555e+001dB,3.40314120207314e+001°)
8.33681184619412e+003	(-2.36172883880987e+001dB,3.40923962401472e+001°)
8.35603018231025e+003	(-2.36109430799559e+001dB,3.41534314073822e+001°)
8.37529282126659e+003	(-2.36045778047524e+001dB,3.42145172819216e+001°)
8.39459986519173e+003	(-2.35981925290374e+001dB,3.42756536220910e+001°)
8.41395141644970e+003	(-2.35917872194893e+001dB,3.43368401850651e+001°)
8.43334757764050e+003	(-2.35853618429178e+001dB,3.43980767268807e+001°)
8.45278845160064e+003	(-2.35789163662612e+001dB,3.44593630024205e+001°)
8.47227414140370e+003	(-2.35724507565915e+001dB,3.45206987654307e+001°)
8.49180475036087e+003	(-2.35659649811135e+001dB,3.45820837685224e+001°)
8.51138038202149e+003	(-2.35594590071644e+001dB,3.46435177631639e+001°)
8.53100114017361e+003	(-2.35529328022179e+001dB,3.47050004996993e+001°)
8.55066712884454e+003	(-2.35463863338836e+001dB,3.47665317273370e+001°)
8.57037845230140e+003	(-2.35398195699120e+001dB,3.48281111941795e+001°)
8.59013521505166e+003	(-2.35332324781868e+001dB,3.48897386471836e+001°)
8.60993752184370e+003	(-2.35266250267341e+001dB,3.49514138322006e+001°)
8.62978547766739e+003	(-2.35199971837226e+001dB,3.50131364939766e+001°)
8.64967918775461e+003	(-2.35133489174597e+001dB,3.50749063761291e+001°)
8.66961875757984e+003	(-2.35066801963991e+001dB,3.51367232211838e+001°)
8.68960429286069e+003	(-2.34999909891352e+001dB,3.51985867705521e+001°)
8.70963589955847e+003	(-2.34932812644115e+001dB,3.52604967645594e+001°)
8.72971368387878e+003	(-2.34865509911155e+001dB,3.53224529424233e+001°)
8.74983775227201e+003	(-2.34798001382832e+001dB,3.53844550422791e+001°)
8.77000821143400e+003	(-2.34730286750983e+001dB,3.54465028011669e+001°)
8.79022516830649e+003	(-2.34662365708955e+001dB,3.55085959550511e+001°)
8.81048873007778e+003	(-2.34594237951607e+001dB,3.55707342388171e+001°)
8.83079900418326e+003	(-2.34525903175308e+001dB,3.56329173862690e+001°)
8.85115609830598e+003	(-2.34457361077950e+001dB,3.56951451301446e+001°)
8.87156012037723e+003	(-2.34388611358975e+001dB,3.57574172021126e+001°)
8.89201117857710e+003	(-2.34319653719393e+001dB,3.58197333327852e+001°)
8.91250938133506e+003	(-2.34250487861741e+001dB,3.58820932517062e+001°)
8.93305483733055e+003	(-2.34181113490158e+001dB,3.59444966873770e+001°)
8.95364765549353e+003	(-2.34111530310385e+001dB,3.60069433672521e+001°)
8.97428794500507e+003	(-2.34041738029696e+001dB,3.60694330177244e+001°)
8.99497581529793e+003	(-2.33971736357036e+001dB,3.61319653641649e+001°)
9.01571137605714e+003	(-2.33901525002927e+001dB,3.61945401309015e+001°)
9.03649473722058e+003	(-2.33831103679538e+001dB,3.62571570412367e+001°)
9.05732600897956e+003	(-2.33760472100671e+001dB,3.63198158174421e+001°)
9.07820530177942e+003	(-2.33689629981762e+001dB,3.63825161807700e+001°)
9.09913272632007e+003	(-2.33618577039936e+001dB,3.64452578514582e+001°)
9.12010839355664e+003	(-2.33547312993950e+001dB,3.65080405487325e+001°)
9.14113241470004e+003	(-2.33475837564277e+001dB,3.65708639908151e+001°)
9.16220490121753e+003	(-2.33404150473059e+001dB,3.66337278949279e+001°)
9.18332596483334e+003	(-2.33332251444148e+001dB,3.66966319772924e+001°)
9.20449571752923e+003	(-2.33260140203102e+001dB,3.67595759531468e+001°)
9.22571427154514e+003	(-2.33187816477195e+001dB,3.68225595367329e+001°)
9.24698173937973e+003	(-2.33115279995436e+001dB,3.68855824413231e+001°)
9.26829823379099e+003	(-2.33042530488602e+001dB,3.69486443792175e+001°)
9.28966386779686e+003	(-2.32969567689167e+001dB,3.70117450617286e+001°)
9.31107875467579e+003	(-2.32896391331417e+001dB,3.70748841992260e+001°)
9.33254300796739e+003	(-2.32823001151381e+001dB,3.71380615011096e+001°)
9.35405674147300e+003	(-2.32749396886894e+001dB,3.72012766758322e+001°)
9.37562006925627e+003	(-2.32675578277543e+001dB,3.72645294308890e+001°)
9.39723310564384e+003	(-2.32601545064767e+001dB,3.73278194728489e+001°)
9.41889596522587e+003	(-2.32527296991789e+001dB,3.73911465073332e+001°)
9.44060876285668e+003	(-2.32452833803627e+001dB,3.74545102390315e+001°)
9.46237161365537e+003	(-2.32378155247200e+001dB,3.75179103717282e+001°)
9.48418463300641e+003	(-2.32303261071197e+001dB,3.75813466082623e+001°)
9.50604793656025e+003	(-2.32228151026200e+001dB,3.76448186505821e+001°)
9.52796164023394e+003	(-2.32152824864630e+001dB,3.77083261997124e+001°)
9.54992586021178e+003	(-2.32077282340789e+001dB,3.77718689557958e+001°)
9.57194071294586e+003	(-2.32001523210862e+001dB,3.78354466180623e+001°)
9.59400631515674e+003	(-2.31925547232904e+001dB,3.78990588848659e+001°)
9.61612278383404e+003	(-2.31849354166872e+001dB,3.79627054536672e+001°)
9.63829023623710e+003	(-2.31772943774653e+001dB,3.80263860210693e+001°)
9.66050878989552e+003	(-2.31696315820031e+001dB,3.80901002827874e+001°)
9.68277856260987e+003	(-2.31619470068699e+001dB,3.81538479336769e+001°)
9.70509967245227e+003	(-2.31542406288316e+001dB,3.82176286677426e+001°)
9.72747223776702e+003	(-2.31465124248483e+001dB,3.82814421781398e+001°)
9.74989637717123e+003	(-2.31387623720726e+001dB,3.83452881571708e+001°)
9.77237220955546e+003	(-2.31309904478564e+001dB,3.84091662963067e+001°)
9.79489985408433e+003	(-2.31231966297451e+001dB,3.84730762861792e+001°)
9.81747943019718e+003	(-2.31153808954858e+001dB,3.85370178166129e+001°)
9.84011105760867e+003	(-2.31075432230226e+001dB,3.86009905765983e+001°)
9.86279485630943e+003	(-2.30996835904972e+001dB,3.86649942543169e+001°)
9.88553094656671e+003	(-2.30918019762568e+001dB,3.87290285371580e+001°)
9.90831944892499e+003	(-2.30838983588463e+001dB,3.87930931117011e+001°)
9.93116048420664e+003	(-2.30759727170120e+001dB,3.88571876637349e+001°)
9.95405417351257e+003	(-2.30680250297074e+001dB,3.89213118782790e+001°)
9.97700063822282e+003	(-2.30600552760873e+001dB,3.89854654395622e+001°)
9.99999999999728e+003	(-2.30520634355094e+001dB,3.90496480310416e+001°)
1.00230523807763e+004	(-2.30440494875395e+001dB,3.91138593354182e+001°)
1.00461579027812e+004	(-2.30360134119520e+001dB,3.91780990346489e+001°)
